name,price,address,Type,nbeds,nbath,laundry,heating,parking,air_conditioner,furnished,animal_friendly,Area,lat,lng,Walk Score,Bike Score,Transit Score
1 bed 1 bath apartment,1250,"kelowna, bc, v1v 0b3",Apartment/Condo,1,1,Not specified,Not specified,garage parking,Not specified,unfurnished,dog and cat friendly,910,49.93463,-119.4012,24,29,47
private room for rent,1050,"kelowna, bc, v1v 0b3",Room,1,1,Not specified,Not specified,Not specified,Not specified,furnished,No pets,150,49.93463,-119.4012,24,29,47
private room for rent,1110,"kelowna, bc, v1y 4m2",Room,1,1,in-unit laundry,Not specified,Not specified,Not specified,furnished,No pets,150,49.89108,-119.45823,30,85,49
1 bed 1 bath room only,850,"kelowna, bc, v4v 1e5",Room,1,1,laundry in building,gas heating,street parking,central ac,unfurnished,dog friendly,150,50.01318,-119.39186,19,33,-1
1 bed 1 bath house,683,"central okanagan, bc, v1z 3s8",House,1,1,in-unit laundry,central heating,parking available,central ac,Not specified,No pets,1200,49.99018,-119.49469,0,4,-1
room for rent,850,"west kelowna, bc, v4t 3m4",Room,1,1,laundry available,central heating,street parking,central ac,unfurnished,No pets,150,49.8661,-119.6119,1,3,-1
3 beds 2 baths house,900,"kelowna, bc, v1y 3j6",Room,1,1,in-unit laundry,central heating,garage parking,central ac,Not specified,cat friendly,150,49.86604,-119.47709,55,83,48
2 bed 1 bath w  large patio  close to downtown,2500,"kelowna, bc, v1y 5z7",Apartment/Condo,2,1,laundry in building,central heating,parking available,central ac,unfurnished,No pets,910,49.88249,-119.49589,64,98,60
2 beds 1 bath house,1450,"west kelowna, bc, v4t 2r6",House,2,1,Not specified,gas heating,Not specified,central ac,Not specified,No pets,1100,49.83942,-119.66865,12,21,-1
1 bed 1 bath house,950,"kelowna, bc, v1y 8k1",House,1,1,in-unit laundry,electric heating,parking available,Not specified,unfurnished,No pets,1200,49.90179,-119.48468,43,60,36
room for rent,1075,"kelowna, bc, v1w 1a1",Room,1,1,in-unit laundry,central heating,parking available,central ac,unfurnished,No pets,150,49.84209,-119.49018,30,88,43
charming 4 bedroom home,2400,"west kelowna, bc, v4t 1p4",House,4,1,in-unit laundry,gas heating,street parking,Not specified,unfurnished,dog and cat friendly,1200,49.83218,-119.62653,45,49,-1
one bedroom suite for rent,1500,"west kelowna, bc, v1z 3b6",Apartment/Condo,1,1,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,910,49.87457,-119.53706,14,-1,-1
2 beds 1 bath house,1950,"kelowna, bc, v1v 2b5",House,2,1,laundry available,Not specified,Not specified,Not specified,unfurnished,No pets,1200,49.96933,-119.42406,0,19,0
1 bed 1 bath apartment,1750,"kelowna, bc, v1y 2g9",Apartment/Condo,1,1,in-unit laundry,central heating,parking available,central ac,unfurnished,No pets,1000,49.87785,-119.48938,57,96,58
private room for rent,1000,"kelowna, bc, v1x 6r1",Room,1,1,Not specified,central heating,parking available,central ac,unfurnished,No pets,150,49.87787,-119.36486,20,27,25
2 beds 1 bath apartment,1850,"penticton, bc, v2a 7v6",Apartment/Condo,2,1,in-unit laundry,central heating,parking available,central ac,unfurnished,No pets,1200,49.47228,-119.56948,35,31,-1
private room for rent,1095,"kelowna, bc, v1y 6l8",Room,1,1,in-unit laundry,electric heating,street parking,ac available,unfurnished,No pets,150,49.88528,-119.49316,66,96,59
private room for rent,1095,"kelowna, bc, v1y 6l8",Room,1,1,in-unit laundry,electric heating,street parking,ac available,furnished,No pets,150,49.88528,-119.49316,66,96,59
3 beds 2 baths house,2000,"penticton, bc, v2a 5t3",House,3,2,in-unit laundry,Not specified,street parking,Not specified,Not specified,No pets,1200,49.49314,-119.59817,37,69,-1
2 beds 2 baths apartment,2500,"kelowna, bc, v1y 0j6",Apartment/Condo,2,2,in-unit laundry,central heating,garage parking,central ac,Not specified,No pets,1100,49.89326,-119.4936,55,99,57
2 beds 2 baths apartment,3900,"kelowna, bc, v1y 0j6",Apartment/Condo,2,2,in-unit laundry,central heating,parking available,central ac,Not specified,dog and cat friendly,1132,49.89326,-119.4936,55,99,57
2 beds 1 bath house,1800,"west kelowna, bc, v1z 4a9",House,2,1,in-unit laundry,gas heating,street parking,central ac,unfurnished,No pets,980,49.88273,-119.5609,0,9,-1
private room for rent,1050,"kelowna, bc, v1y 9j9",Room,1,1,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,150,49.89466,-119.47106,14,66,40
private room for rent,800,"kelowna, bc, v1y 9j9",Room,1,1,Not specified,central heating,Not specified,central ac,furnished,No pets,150,49.89466,-119.47106,14,66,40
1 bed 1 bath apartment,1800,"vernon, bc, v1t 1p1",Apartment/Condo,1,1,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,910,50.26077,-119.27517,94,54,41
2 beds 2 baths apartment,2400,"kelowna, bc, v1w 3r4",Apartment/Condo,2,2,in-unit laundry,electric heating,parking available,ac available,unfurnished,No pets,910,49.85967,-119.48865,75,99,48
3 beds 3 baths townhouse,3000,"kelowna, bc, v1y 5x4",Townhouse,3,3,in-unit laundry,central heating,parking available,central ac,unfurnished,dog and cat friendly,1450,49.87978,-119.48556,56,94,59
studio 0 baths house,950,"vernon, bc, v1b 2y4",House,1,0,Not specified,Not specified,street parking,Not specified,unfurnished,No pets,1200,50.30374,-119.21585,1,1,0
2 beds 1 bath house,1950,"kelowna, bc, v1x 3s4",House,2,1,in-unit laundry,central heating,parking available,central ac,unfurnished,No pets,1200,49.88742,-119.39822,69,73,49
3 beds 2 5 baths house,4500,"kelowna, bc, v1v 1a5",House,3,2,in-unit laundry,heating available,parking available,ac available,unfurnished,No pets,1200,49.91782,-119.46863,9,32,0
1 bed 1 bath house,1200,"kelowna, bc, v1x 6w6",House,1,1,laundry available,central heating,street parking,central ac,unfurnished,No pets,1200,49.88622,-119.37674,50,49,45
1 bed 1 bath apartment,900,"kelowna, bc, v1v 3b1",Apartment/Condo,1,1,laundry in building,electric heating,parking available,ac available,unfurnished,No pets,910,49.92293,-119.39959,34,28,38
3 beds 2 5 baths townhouse,950,"kelowna, bc, v1y 5m5",Room,1,1,Not specified,Not specified,Not specified,Not specified,Not specified,No pets,150,49.87549,-119.48517,50,94,55
1 bed 1 bath apartment,1880,"lake country, bc, v4v 2c4",Apartment/Condo,1,1,Not specified,electric heating,street parking,ac available,unfurnished,No pets,600,50.10012,-119.3624,0,3,-1
2 beds 1 bath house,2200,"kelowna, bc, v1w 3y5",House,2,1,in-unit laundry,central heating,parking available,central ac,unfurnished,No pets,900,49.85413,-119.47736,26,84,46
2 beds 2 baths house,3300,"west kelowna, bc, v4t 1y6",House,2,2,in-unit laundry,central heating,parking available,central ac,unfurnished,No pets,1200,49.83881,-119.57765,0,18,-1
5 beds 2 baths townhouse,850,"kelowna, bc, v1x 2p5",Room,1,1,in-unit laundry,central heating,parking available,ac available,unfurnished,No pets,150,49.90123,-119.39525,64,68,51
rooms for rent,750,"kelowna, bc, v1p 1g4",Room,1,1,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,150,49.86026,-119.34941,20,13,24
taking applications for 4bed 3bath house jan1 april30,3000,"lake country, bc, v4v 1m2",House,4,3,Not specified,Not specified,Not specified,Not specified,Not specified,No pets,1200,50.02473,-119.41091,30,35,-1
1 bed 1 bath house,657,"west kelowna, bc, v4t 3c5",House,1,1,laundry available,central heating,parking available,central ac,Not specified,No pets,1200,49.84055,-119.59922,15,31,-1
1 bed 1 bath house,840,"west kelowna, bc, v4t 3c5",House,1,1,laundry available,central heating,parking available,central ac,Not specified,No pets,1200,49.84055,-119.59922,15,31,-1
3 beds 2 baths house,3000,"west kelowna, bc, v1z 1m9",House,3,2,in-unit laundry,gas heating,garage parking,Not specified,Not specified,No pets,2800,49.85989,-119.57693,4,22,-1
1 bed 1 bath house,1000,"kelowna, bc, v1p 1k5",House,1,1,in-unit laundry,central heating,street parking,central ac,unfurnished,No pets,1200,49.86626,-119.33268,8,15,19
3 beds 1 bath sarsons beach,2800,"kelowna, bc, v1w 1g7",House,3,1,laundry in building,gas heating,street parking,Not specified,unfurnished,No pets,1200,49.82107,-119.49447,35,74,29
1 bed 1 bath apartment,1900,"peachland, bc, v0h 1x6",Apartment/Condo,1,1,Not specified,heating available,parking available,ac available,unfurnished,No pets,408,49.77535,-119.73626,42,55,-1
2 beds 2 baths apartment,3750,"kelowna, bc, v1y 0j4",Apartment/Condo,2,2,in-unit laundry,central heating,parking available,central ac,unfurnished,No pets,910,49.89395,-119.49486,49,98,40
private room for rent,900,"west kelowna, bc, v1z 3z6",Room,1,1,laundry available,central heating,parking available,central ac,unfurnished,dog friendly,150,49.87746,-119.57197,4,22,-1
1 bed 1 bath apartment,1900,"vernon, bc, v1h",Apartment/Condo,1,1,laundry in building,central heating,parking available,central ac,Not specified,No pets,375,50.20021,-119.49104,3,4,-1
1 bed 1 bath apartment,1000,"kelowna, bc, v1x 3x9",Apartment/Condo,1,1,in-unit laundry,heating available,street parking,ac available,unfurnished,No pets,910,49.88625,-119.40271,64,69,49
3 beds 2 baths apartment,3395,"kelowna, bc, v1v 2w7",Apartment/Condo,3,2,in-unit laundry,central heating,garage parking,central ac,unfurnished,No pets,1150,49.95345,-119.39963,0,14,29
3 beds 2 baths apartment,1100,"kelowna, bc, v1v 2w7",Room,1,1,Not specified,Not specified,Not specified,Not specified,furnished,No pets,150,49.95345,-119.39963,0,14,29
2 beds 1 bath house,2395,"kelowna, bc, v1y 2b7",House,2,1,in-unit laundry,heating available,parking available,ac available,Not specified,dog and cat friendly,1200,49.88076,-119.49305,65,96,60
private room for rent,2200,"kelowna, bc, v1w 3n8",Apartment/Condo,2,2,Not specified,Not specified,Not specified,Not specified,unfurnished,dog and cat friendly,910,49.8609,-119.47162,52,80,48
5 beds 4 5 baths house,10000,"kelowna, bc, v1w 5m6",House,5,4,in-unit laundry,Not specified,garage parking,central ac,unfurnished,No pets,1200,49.80066,-119.47419,4,8,23
2 beds 1 bath apartment,2000,"kelowna, bc, v1v 2r1",Apartment/Condo,2,1,Not specified,Not specified,Not specified,Not specified,Not specified,No pets,900,49.97359,-119.44467,1,17,0
2 beds 1 bath house,2200,"kelowna, bc, v1v 2r1",House,2,1,Not specified,Not specified,Not specified,Not specified,Not specified,No pets,1000,49.97359,-119.44467,1,17,0
private room for rent,900,"kelowna, bc, v1x 1k1",Room,1,1,laundry in building,Not specified,street parking,central ac,unfurnished,No pets,150,49.88125,-119.41422,37,74,47
1 bed 1 bath house,800,"kelowna, bc, v1x 2p4",House,1,1,laundry in building,gas heating,parking available,ac available,Not specified,dog friendly,1200,49.90111,-119.39481,64,68,51
1 bed 1 bath house,800,"kelowna, bc, v1x 2p4",House,1,1,laundry available,gas heating,street parking,ac available,Not specified,dog friendly,1200,49.90111,-119.39481,64,68,51
1 bed 1 bath apartment,1200,"lumby, bc, v0e 0b3",Apartment/Condo,1,1,laundry available,electric heating,Not specified,Not specified,Not specified,No pets,650,50.24734,-118.96647,0,51,-1
2 beds 1 bath house,2200,"west kelowna, bc, v1z 3b9",House,2,1,in-unit laundry,central heating,parking available,central ac,unfurnished,No pets,1250,49.87452,-119.53689,14,20,-1
1 bed 1 bath flat,1500,"kelowna, bc, v1w 3k7",Apartment/Condo,1,1,laundry in building,Not specified,parking available,ac available,Not specified,No pets,250,49.84373,-119.49044,29,88,42
出租单间,1100,"kelowna, bc, v1y 3b8",Room,1,1,Not specified,central heating,garage parking,central ac,unfurnished,No pets,150,49.87953,-119.48131,55,99,58
commercial office save for rent,875,"kelowna, bc, v1y 2b5",House,1,1,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,1200,49.88329,-119.49356,67,96,59
furnished bedroom in shared house,850,"kelowna, bc, v1w 3m5",Room,1,1,in-unit laundry,electric heating,street parking,central ac,furnished,No pets,150,49.855,-119.47442,39,84,47
2 beds 1 bath house,1700,"vernon, bc, v1b",House,2,1,in-unit laundry,central heating,Not specified,central ac,Not specified,No pets,1150,50.31021,-119.21709,0,-1,0
2 beds 1 bath apartment,2500,"kelowna, bc, v1y 2e1",Apartment/Condo,2,1,in-unit laundry,heating available,garage parking,ac available,Not specified,No pets,690,49.89083,-119.49198,58,97,58
3 beds 3 baths townhouse,3000,"kelowna, bc, v1w 3l9",Townhouse,3,3,in-unit laundry,central heating,garage parking,central ac,unfurnished,No pets,1371,49.84979,-119.48043,19,87,41
downtown kelowna 2 bedroom 1 5 bath,2400,"kelowna, bc, v1y 8l6",Apartment/Condo,2,1,in-unit laundry,electric heating,parking available,ac available,unfurnished,No pets,900,49.88444,-119.48776,67,95,58
1 室1 卫 租赁式公寓,1360,"kelowna, bc, v1x 3k8",Apartment/Condo,1,1,in-unit laundry,electric heating,parking available,ac available,unfurnished,No pets,313,49.89382,-119.39274,76,83,50
1 bed 1 bath apartment,1450,"central okanagan, bc, v1z 3t2",Apartment/Condo,1,1,laundry available,Not specified,Not specified,Not specified,unfurnished,cat friendly,910,49.93638,-119.50935,0,4,-1
1 bed 2 baths house,815,"kelowna, bc, v1y 3e1",House,1,2,Not specified,Not specified,Not specified,Not specified,Not specified,No pets,1200,49.86759,-119.48159,48,90,46
1 bed 1 bath house,850,"kelowna, bc, v1y 4p9",House,1,1,in-unit laundry,central heating,Not specified,Not specified,unfurnished,No pets,1200,49.8831,-119.45763,47,98,56
beautiful 1 bedroom fully furnished suite,1950,"kelowna, bc, v1w 1n4",Apartment/Condo,1,1,in-unit laundry,electric heating,street parking,Not specified,unfurnished,No pets,910,49.81509,-119.47525,10,52,25
studio 0 baths house,3000,"summerland, bc, v0h 1z2",House,1,0,Not specified,electric heating,parking available,central ac,unfurnished,No pets,2200,49.58174,-119.67702,0,12,-1
3 beds 1 5 baths house,3250,"kelowna, bc, v1x 2v9",House,3,1,in-unit laundry,Not specified,parking available,Not specified,Not specified,dog and cat friendly,1200,49.89001,-119.38082,75,84,49
2 beds 2 baths apartment,2250,"kelowna, bc, v1v 2e6",Apartment/Condo,2,2,in-unit laundry,gas heating,garage parking,Not specified,unfurnished,No pets,890,49.91072,-119.4444,42,79,38
abbott st  4 bedroom,4000,"kelowna, bc, v1y 1a9",House,4,2,laundry in building,central heating,parking available,central ac,unfurnished,No pets,2000,49.88466,-119.49934,61,99,58
2 beds 1 bath house,1900,"kelowna, bc, v1p 1m8",House,2,1,laundry available,heating available,parking available,ac available,unfurnished,No pets,650,49.8713,-119.35562,29,39,25
2 beds 2 baths apartment,825,"kelowna, bc, v1v 2c5",Room,1,1,Not specified,Not specified,Not specified,Not specified,Not specified,No pets,150,49.94542,-119.42827,13,20,19
bedroom for rent in lower mission suite,900,"kelowna, bc, v1y 5g8",Room,1,1,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,150,49.87097,-119.4934,54,97,46
3 beds 2 baths room only,950,"kelowna, bc, v1x 1m2",Room,1,1,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,150,49.8834,-119.3856,73,76,47
one bedroom for rent in two bedroom apartment,1000,"kelowna, bc, v1w 3p3",Room,1,1,in-unit laundry,heating available,parking available,ac available,unfurnished,No pets,150,49.86087,-119.46174,30,71,38
female roommate wanted one bedroom for rent in two bedroom apartment,1000,"kelowna, bc, v1w 3p3",Room,1,1,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,150,49.86087,-119.46174,30,71,38
2 beds 2 baths apartment,2200,"west kelowna, bc, v1z 2h2",Apartment/Condo,2,2,in-unit laundry,Not specified,parking available,central ac,unfurnished,dog and cat friendly,1500,49.84524,-119.56322,0,22,-1
4 beds 3 baths townhouse,5250,"vernon, bc, v1h 1z7",Townhouse,4,3,in-unit laundry,central heating,garage parking,central ac,Not specified,dog and cat friendly,3000,50.25678,-119.34665,8,13,16
3 beds 2 baths townhouse,3300,"penticton, bc, v2a 4v8",Townhouse,3,2,Not specified,central heating,parking available,central ac,unfurnished,dog and cat friendly,1371,49.48556,-119.57815,35,61,-1
private room for rent,1350,"west kelowna, bc, v1z 1y4",Room,1,1,laundry available,Not specified,parking available,Not specified,unfurnished,No pets,150,49.85773,-119.54354,0,15,-1
1 bed 1 bath house,1000,"kelowna, bc, v1x 2k7",House,1,1,Not specified,Not specified,Not specified,Not specified,Not specified,No pets,1200,49.89585,-119.37972,43,76,48
3 beds 3 baths house,1100,"kelowna, bc, v1x 2k7",Room,1,1,in-unit laundry,central heating,street parking,Not specified,Not specified,No pets,150,49.89585,-119.37972,43,76,48
1 bed 1 bath apartment,1800,"kelowna, bc, v1y 9k5",Apartment/Condo,1,1,in-unit laundry,electric heating,street parking,central ac,unfurnished,No pets,800,49.90403,-119.48495,10,63,33
3 beds 1 bath house,2500,"west kelowna, bc, v4t 2h7",House,3,1,in-unit laundry,electric heating,garage parking,Not specified,unfurnished,No pets,2000,49.82953,-119.63047,44,51,-1
1 bed 1 bath apartment available april1 2023 fully furnished,2650,"kelowna, bc, v1y 0j8",Apartment/Condo,1,1,in-unit laundry,central heating,garage parking,central ac,unfurnished,No pets,640,49.88405,-119.45293,53,96,56
